"year","station","loc_mn","dc_mn","longitude","latitude","other_theft","arson","assault_gbh","attempted_murder","attempted_sexoff","bank_robbery","burglary_nonres","burglary_res","carjacking","commercial_crime","common_assault","common_robbery","contact_sexoff","dui","drug_crime","illegal_firearms","kidnapping","malicious_damage","murder","rape","robbery_nonres","robbery_res","cash_transit_robbery","aggr_robbery","sexual_assault","sexual_offences","police_detected_sexoff","shoplifting","stock_theft","vehicle_theft","theft_from_vehicle","truck_hijacking"
"2022/2023","zonkizizwe","ekurhuleni","ekurhuleni","28.17933","-26.40597",100,2,195,18,2,0,11,60,43,14,116,21,6,33,41,6,5,73,27,32,14,11,0,130,8,42,0,1,5,10,16,15
"2008/2009","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",196,8,294,14,10,0,15,219,4,22,93,111,10,55,10,7,1,105,18,43,6,7,0,46,2,61,0,0,7,18,29,0
"2009/2010","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",189,6,357,8,11,0,12,284,4,41,99,130,8,89,33,6,1,128,23,58,9,8,0,49,1,74,0,1,15,20,33,0
"2010/2011","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",186,7,322,5,8,0,12,320,0,29,81,103,12,82,30,4,1,120,16,58,12,7,0,69,2,75,0,0,6,16,39,0
"2011/2012","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",173,6,300,7,2,0,18,274,0,19,59,82,5,98,28,9,1,111,27,49,11,6,0,77,3,57,0,1,6,16,54,0
"2012/2013","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",155,7,271,9,10,0,35,247,0,19,62,61,5,141,22,3,1,111,12,59,22,3,0,59,3,75,1,1,18,17,66,0
"2013/2014","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",206,10,297,5,5,0,34,313,3,32,62,51,7,100,18,8,21,110,15,44,14,10,0,87,1,51,0,0,9,14,59,0
"2014/2015","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",172,4,241,9,5,0,55,315,3,31,45,38,4,119,9,3,14,140,15,50,22,3,0,74,4,61,0,0,10,13,74,0
"2015/2016","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",172,10,240,6,11,0,43,293,1,26,41,51,5,103,16,5,21,93,11,46,18,11,1,72,4,64,0,2,19,8,71,0
"2016/2017","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",155,4,255,8,8,0,30,251,4,15,53,32,9,89,39,7,14,113,18,43,11,7,0,70,10,66,0,0,18,17,62,0
"2017/2018","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",150,1,217,4,2,0,30,301,5,13,47,25,7,88,46,2,12,106,14,43,7,4,1,56,8,54,0,0,16,4,46,0
"2018/2019","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",189,2,273,11,3,0,40,269,3,26,46,30,6,59,37,8,23,121,15,45,10,8,0,63,7,55,0,0,19,19,42,0
"2019/2020","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",183,3,216,13,6,0,47,220,3,19,49,33,7,78,29,19,22,146,14,42,18,4,0,71,7,56,0,0,7,6,41,1
"2020/2021","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",113,2,200,5,7,0,64,207,5,36,42,28,7,20,29,5,17,109,4,42,16,7,0,53,4,54,0,1,19,5,44,0
"2021/2022","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",183,0,217,18,4,0,74,187,4,71,40,31,6,41,18,5,23,147,14,58,21,12,0,59,15,77,1,0,14,8,52,0
"2022/2023","zwelitsha","buffalo city","buffalo city","27.42121","-32.91425",194,6,324,12,10,0,69,201,5,53,87,22,6,50,24,4,27,147,19,61,11,10,0,72,12,83,1,0,33,6,45,0
"2008/2009","wynberg","city of cape town","city of cape town","18.46505","-34.00399",1127,3,63,4,0,0,120,492,8,129,253,88,13,105,342,2,1,273,1,30,5,12,0,107,8,87,0,572,0,164,544,0
"2009/2010","wynberg","city of cape town","city of cape town","18.46505","-34.00399",1050,1,66,6,2,0,104,436,1,145,286,95,9,73,312,2,1,318,2,17,6,19,0,130,16,40,0,410,0,174,647,0
"2010/2011","wynberg","city of cape town","city of cape town","18.46505","-34.00399",1076,2,98,8,0,0,113,465,3,244,220,82,14,85,412,9,1,301,3,23,10,30,0,139,8,58,0,370,0,131,639,0
"2011/2012","wynberg","city of cape town","city of cape town","18.46505","-34.00399",1029,1,55,4,1,0,98,374,2,173,202,65,12,120,428,3,1,245,1,15,5,21,0,120,8,31,8,303,0,120,644,0
"2012/2013","wynberg","city of cape town","city of cape town","18.46505","-34.00399",983,3,101,9,1,0,115,500,5,138,211,103,4,138,484,6,1,230,4,12,18,20,0,165,5,20,10,216,0,165,706,0
"2013/2014","wynberg","city of cape town","city of cape town","18.46505","-34.00399",1078,1,67,1,1,0,97,504,5,133,191,104,4,54,563,8,17,211,4,14,15,28,0,170,7,24,16,270,0,177,748,0
"2014/2015","wynberg","city of cape town","city of cape town","18.46505","-34.00399",1057,4,84,5,0,0,92,363,8,118,166,105,8,62,574,2,14,209,6,10,15,8,0,185,8,22,6,269,0,200,761,0
"2015/2016","wynberg","city of cape town","city of cape town","18.46505","-34.00399",1017,2,78,3,1,0,105,359,9,148,173,98,4,40,582,10,23,141,2,14,9,14,0,186,4,21,3,198,0,159,768,0
"2016/2017","wynberg","city of cape town","city of cape town","18.46505","-34.00399",959,0,86,1,2,0,158,353,14,148,210,121,4,81,639,5,14,143,2,9,17,29,0,243,10,23,0,204,0,162,702,0
"2017/2018","wynberg","city of cape town","city of cape town","18.46505","-34.00399",981,2,84,7,4,0,156,396,12,165,206,135,4,240,508,7,21,139,5,9,14,18,0,226,6,21,0,196,0,147,633,0
"2018/2019","wynberg","city of cape town","city of cape town","18.46505","-34.00399",907,2,77,7,3,0,136,291,18,136,205,123,4,252,581,8,14,147,4,25,24,23,0,293,13,43,2,210,0,114,805,1
"2019/2020","wynberg","city of cape town","city of cape town","18.46505","-34.00399",805,1,67,5,1,0,159,285,19,170,190,157,7,234,590,9,27,139,4,20,26,11,0,314,7,29,1,178,0,86,733,0
"2020/2021","wynberg","city of cape town","city of cape town","18.46505","-34.00399",544,1,57,6,0,0,181,240,18,164,135,119,7,20,348,12,23,113,4,7,24,12,0,266,8,16,0,187,0,56,639,2
"2021/2022","wynberg","city of cape town","city of cape town","18.46505","-34.00399",541,0,57,5,0,0,92,171,7,189,119,93,7,32,512,4,24,144,3,14,18,12,0,171,4,19,0,184,0,64,460,0
"2022/2023","wynberg","city of cape town","city of cape town","18.46505","-34.00399",689,0,56,6,1,0,122,192,15,213,129,107,6,58,602,3,3,161,5,25,18,7,0,209,7,33,0,114,0,74,582,0
"2008/2009","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",23,2,71,0,2,0,4,13,0,2,40,5,4,6,16,0,1,22,0,11,2,0,0,2,0,15,0,0,5,0,11,0
"2009/2010","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",22,1,40,1,1,0,12,25,0,0,26,3,6,14,25,0,1,14,1,2,2,0,0,2,0,3,0,0,2,0,4,0
"2010/2011","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",21,3,50,1,0,0,15,29,0,1,24,11,6,10,20,0,1,13,1,8,0,0,0,1,0,8,0,0,1,1,2,0
"2011/2012","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",25,0,48,2,1,0,8,40,0,0,18,4,7,3,10,0,1,19,0,8,0,0,0,1,0,10,0,0,2,2,8,0
"2012/2013","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",37,3,46,0,2,0,11,74,0,0,15,2,6,0,17,0,1,29,0,11,1,0,0,4,1,14,0,0,2,3,12,0
"2013/2014","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",22,0,54,6,1,0,7,35,1,1,14,5,6,2,6,0,12,18,2,3,6,0,0,11,0,4,0,1,1,1,26,0
"2014/2015","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",19,2,28,2,0,0,17,69,0,0,12,9,6,1,3,0,13,18,4,9,0,0,0,2,0,9,0,0,2,4,12,0
"2015/2016","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",22,0,60,2,1,0,8,69,1,1,5,8,6,1,19,2,13,21,3,1,2,1,0,6,0,2,0,0,1,0,26,0
"2016/2017","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",26,4,63,3,1,0,17,63,0,6,11,9,6,0,34,2,12,23,1,4,2,0,0,3,2,7,0,0,7,1,24,0
"2017/2018","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",33,2,58,4,1,0,6,70,0,0,14,10,7,6,35,3,13,23,0,3,5,1,0,10,2,7,0,0,1,0,23,0
"2018/2019","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",23,2,47,0,0,0,7,49,3,0,13,8,6,2,8,1,13,25,3,10,4,1,0,17,2,12,0,0,2,0,22,0
"2019/2020","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",20,1,53,1,4,0,8,31,1,3,6,9,6,1,9,0,13,22,2,5,3,2,0,21,0,9,0,0,5,1,12,0
"2020/2021","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",22,2,45,2,1,0,8,34,0,0,8,5,7,3,8,3,13,26,1,6,5,1,0,12,3,11,0,0,0,0,15,0
"2021/2022","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",17,1,63,2,1,0,7,30,0,1,17,2,7,0,23,1,13,20,2,4,0,0,0,7,0,6,0,0,1,3,12,0
"2022/2023","wrenchville","ga-segonyana","john taolo gaetsewe","23.46428","-27.45275",26,1,63,9,2,0,8,57,2,12,23,6,6,0,12,1,12,24,3,11,4,3,0,14,1,14,0,0,1,1,15,0
"2008/2009","worcester","breede valley","cape winelands","19.44373","-33.64546",1808,10,714,27,2,0,257,882,2,215,1053,195,15,212,692,59,1,583,48,96,12,9,0,233,41,156,0,292,17,71,579,0
"2009/2010","worcester","breede valley","cape winelands","19.44373","-33.64546",1741,16,742,22,5,0,229,918,0,169,1080,286,15,173,801,44,1,608,43,149,8,20,0,248,51,222,0,304,29,71,661,0
"2010/2011","worcester","breede valley","cape winelands","19.44373","-33.64546",1842,18,898,32,4,0,357,1089,4,133,1193,276,15,204,924,38,1,742,48,134,15,15,0,235,44,199,0,316,33,53,781,1
"2011/2012","worcester","breede valley","cape winelands","19.44373","-33.64546",2315,15,853,47,6,0,396,1213,5,155,1427,349,15,181,1011,54,1,711,45,126,34,21,0,275,72,221,3,323,10,83,920,0
"2012/2013","worcester","breede valley","cape winelands","19.44373","-33.64546",1809,22,853,85,9,0,363,1322,3,182,1409,384,11,143,1122,64,1,802,45,135,38,20,2,322,52,204,5,225,8,64,1072,0
"2013/2014","worcester","breede valley","cape winelands","19.44373","-33.64546",1882,18,746,111,7,0,360,1192,3,206,1589,411,9,180,1145,47,22,849,51,102,35,17,0,316,56,170,3,243,10,98,1001,0
"2014/2015","worcester","breede valley","cape winelands","19.44373","-33.64546",2100,19,839,41,9,0,340,1220,2,176,1737,422,16,151,1390,27,25,947,39,100,30,20,0,315,44,163,1,229,22,49,1007,0
"2015/2016","worcester","breede valley","cape winelands","19.44373","-33.64546",2034,26,768,31,5,0,335,1031,7,169,1543,324,17,197,1665,30,3,936,34,100,29,18,0,319,38,152,4,282,6,53,881,1
"2016/2017","worcester","breede valley","cape winelands","19.44373","-33.64546",1721,20,719,43,1,0,306,864,5,198,1357,301,4,140,2181,42,22,929,53,57,26,14,0,296,36,96,2,324,6,62,803,0
"2017/2018","worcester","breede valley","cape winelands","19.44373","-33.64546",1610,30,583,70,5,0,261,858,5,168,1178,212,7,163,2829,86,22,804,54,41,19,19,0,246,30,77,2,258,12,52,671,0
"2018/2019","worcester","breede valley","cape winelands","19.44373","-33.64546",1438,25,587,54,7,0,226,629,10,189,1158,199,5,144,2361,40,28,694,44,46,7,14,0,185,18,74,1,231,7,60,579,0
"2019/2020","worcester","breede valley","cape winelands","19.44373","-33.64546",1361,15,631,71,3,0,261,631,1,202,1109,210,10,173,1270,43,23,627,46,49,17,7,0,176,30,88,0,268,15,44,715,1
"2020/2021","worcester","breede valley","cape winelands","19.44373","-33.64546",993,15,503,46,4,0,294,537,2,179,947,127,7,35,1068,44,2,563,51,28,16,21,0,173,29,62,1,217,8,46,492,1
"2021/2022","worcester","breede valley","cape winelands","19.44373","-33.64546",1087,9,529,74,4,0,283,529,5,209,1108,167,9,48,1160,40,28,704,58,39,14,16,1,148,16,64,0,167,5,46,444,1
"2022/2023","worcester","breede valley","cape winelands","19.44373","-33.64546",1246,21,749,85,8,0,328,598,2,268,1121,169,4,102,1321,38,16,723,48,91,17,17,0,230,31,132,0,241,4,34,510,7
"2008/2009","woodstock","city of cape town","city of cape town","18.44814","-33.92897",1710,6,80,11,5,0,327,523,6,176,208,208,18,135,702,30,1,447,7,21,22,6,2,322,10,47,0,79,0,336,1649,0
"2009/2010","woodstock","city of cape town","city of cape town","18.44814","-33.92897",1417,3,81,4,4,0,258,437,10,154,231,169,12,150,717,22,1,275,12,32,13,9,1,268,11,54,0,161,0,349,1440,0
"2010/2011","woodstock","city of cape town","city of cape town","18.44814","-33.92897",1370,2,80,7,2,0,175,408,4,159,172,215,18,185,767,10,1,164,8,19,9,5,0,172,12,44,0,123,0,298,1159,0
"2011/2012","woodstock","city of cape town","city of cape town","18.44814","-33.92897",1385,1,72,4,0,0,168,313,5,168,146,194,5,164,892,14,1,148,2,18,14,12,1,206,11,32,2,162,0,237,1086,0
"2012/2013","woodstock","city of cape town","city of cape town","18.44814","-33.92897",1173,2,56,5,1,0,155,393,14,156,106,195,7,176,912,14,1,108,5,18,21,9,0,191,3,23,1,96,0,262,1061,0
"2013/2014","woodstock","city of cape town","city of cape town","18.44814","-33.92897",1290,1,57,2,1,0,152,335,10,156,111,238,4,123,873,33,22,100,9,12,16,2,1,176,5,20,1,72,0,198,1210,0
"2014/2015","woodstock","city of cape town","city of cape town","18.44814","-33.92897",1341,1,75,9,0,0,176,339,20,121,114,228,5,135,960,18,2,130,5,12,21,11,0,279,3,18,0,91,0,218,1106,0
"2015/2016","woodstock","city of cape town","city of cape town","18.44814","-33.92897",1263,0,65,6,1,0,206,454,22,170,138,220,5,155,906,15,14,165,4,12,32,21,1,368,8,24,4,77,0,261,1097,1
"2016/2017","woodstock","city of cape town","city of cape town","18.44814","-33.92897",1199,1,65,7,1,0,150,333,20,187,128,244,7,279,1054,9,12,153,4,19,19,17,0,352,5,26,0,65,0,247,916,0
"2017/2018","woodstock","city of cape town","city of cape town","18.44814","-33.92897",1158,2,70,9,2,0,185,273,18,176,140,249,7,148,645,12,25,153,5,22,17,12,0,389,9,34,0,80,0,224,950,0
"2018/2019","woodstock","city of cape town","city of cape town","18.44814","-33.92897",1148,1,75,6,2,0,199,348,19,183,122,243,6,90,582,6,23,132,7,17,30,14,0,345,19,38,1,93,0,230,879,1
"2019/2020","woodstock","city of cape town","city of cape town","18.44814","-33.92897",926,1,69,13,0,0,116,280,12,156,161,230,8,93,444,18,25,136,12,8,23,9,0,351,12,24,0,81,0,245,872,0
"2020/2021","woodstock","city of cape town","city of cape town","18.44814","-33.92897",602,3,46,10,0,0,145,203,7,120,105,136,6,19,203,13,21,103,4,16,21,12,1,213,8,24,0,86,0,114,627,0
"2021/2022","woodstock","city of cape town","city of cape town","18.44814","-33.92897",833,1,51,15,1,0,107,211,2,175,155,172,7,28,245,22,21,132,12,21,15,10,0,212,13,36,0,31,0,132,507,0
"2022/2023","woodstock","city of cape town","city of cape town","18.44814","-33.92897",1020,0,56,7,1,0,87,190,10,217,173,218,5,84,303,6,17,120,4,23,15,4,0,318,13,40,0,40,0,161,575,0
"2008/2009","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",501,6,58,12,5,0,51,424,15,119,201,62,19,76,46,5,1,157,6,10,15,22,0,102,7,36,0,165,0,246,169,2
"2009/2010","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",488,1,47,15,1,0,66,347,10,103,162,65,12,37,49,2,1,106,3,16,21,24,0,88,4,28,0,175,0,209,163,0
"2010/2011","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",627,3,35,6,1,0,65,316,5,103,119,38,16,104,27,2,1,98,3,8,10,14,0,82,6,25,0,147,0,225,159,0
"2011/2012","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",545,1,37,3,1,0,48,317,7,57,111,38,16,42,42,1,1,90,1,10,10,9,0,72,4,25,5,114,0,245,178,0
"2012/2013","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",387,0,39,5,2,0,62,387,8,71,121,51,5,47,61,1,1,76,3,13,6,12,0,65,8,26,2,85,0,301,133,2
"2013/2014","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",407,2,27,1,1,0,44,252,13,92,110,45,5,137,86,4,21,74,3,5,6,11,0,76,2,11,0,64,0,273,109,1
"2014/2015","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",416,5,23,4,0,0,58,211,8,68,84,31,6,133,128,4,12,75,2,8,9,13,2,81,5,13,2,48,0,213,119,0
"2015/2016","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",408,0,17,10,0,0,21,213,5,42,77,60,7,73,132,6,13,76,2,11,8,9,0,60,5,17,0,5,0,171,117,1
"2016/2017","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",286,1,19,5,0,0,41,198,13,45,61,38,7,61,140,3,14,64,1,3,10,10,0,67,3,7,1,63,0,166,121,0
"2017/2018","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",319,1,21,3,0,0,51,149,9,47,68,24,7,80,115,0,21,66,2,12,5,4,0,46,5,18,0,71,0,138,75,0
"2018/2019","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",384,0,21,0,0,0,24,173,12,66,68,31,4,70,90,0,17,91,2,15,13,9,0,77,7,24,0,51,0,165,89,0
"2019/2020","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",316,0,29,3,0,0,23,197,7,50,63,34,6,82,136,3,17,72,2,5,13,21,0,77,7,12,1,47,0,166,130,1
"2020/2021","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",231,1,19,3,0,0,53,57,8,76,60,23,7,20,124,4,14,67,0,4,12,7,1,70,2,7,0,49,0,161,79,0
"2021/2022","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",219,0,23,4,0,0,43,60,8,108,56,26,4,40,69,2,22,67,2,5,16,5,0,67,6,13,0,21,0,174,75,0
"2022/2023","wonderboompoort","city of tshwane","city of tshwane","28.18587","-25.70428",285,0,18,7,0,0,27,131,10,109,91,29,4,39,75,4,22,76,0,7,15,9,0,101,14,23,0,41,0,209,85,0
"2008/2009","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",1,0,2,2,0,0,2,2,0,0,3,0,6,5,4,0,1,2,0,1,0,0,0,0,0,1,0,0,9,0,0,0
"2009/2010","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",10,0,11,1,0,0,2,9,0,0,4,0,6,7,4,0,1,6,0,0,0,0,0,1,0,0,0,0,11,0,1,0
"2010/2011","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",12,0,3,0,0,0,1,8,0,1,0,1,6,4,4,0,1,1,0,0,0,0,0,0,2,2,0,0,10,0,2,0
"2011/2012","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",3,0,2,0,0,0,1,2,0,0,0,0,6,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7,0,2,0
"2012/2013","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",3,0,1,0,0,0,0,4,0,1,1,0,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0
"2013/2014","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",8,0,1,0,0,0,2,1,0,0,1,0,6,2,2,0,13,0,0,2,0,0,0,0,0,2,0,0,10,0,1,0
"2014/2015","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",4,0,5,0,0,0,0,4,0,0,2,0,6,2,3,0,13,2,0,0,0,0,0,1,0,0,0,0,8,0,1,0
"2015/2016","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",9,0,4,0,0,0,1,4,0,1,8,0,6,4,8,1,13,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0
"2016/2017","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",15,0,5,0,0,0,3,8,0,0,0,0,6,2,3,0,13,3,0,0,0,0,0,0,1,1,0,0,10,0,0,0
"2017/2018","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",5,0,2,0,0,0,1,5,0,1,2,0,6,0,4,0,13,2,0,3,0,0,0,0,0,3,0,0,6,0,0,0
"2018/2019","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",5,0,1,1,0,0,2,3,0,1,3,0,6,0,5,0,13,0,1,0,0,0,0,1,0,0,0,0,8,0,1,0
"2019/2020","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",11,0,4,0,0,0,2,5,0,0,1,0,6,4,0,0,13,1,0,0,0,0,0,1,1,1,0,0,10,0,1,0
"2020/2021","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",5,0,2,0,0,0,0,3,0,0,2,0,6,0,2,0,13,2,0,1,0,0,0,0,0,1,0,0,5,0,0,0
"2021/2022","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",5,0,1,0,0,0,1,3,0,1,1,0,7,1,0,0,13,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0
"2022/2023","wolwefontein","sundays river valley","sarah baartman","24.82834","-33.29291",2,0,1,0,0,0,1,1,0,0,3,0,6,3,1,0,13,2,0,1,0,0,0,0,0,1,0,0,3,0,1,0
"2008/2009","wolseley","witzenberg","cape winelands","19.20104","-33.4144",123,0,128,3,1,0,45,50,0,3,67,7,6,12,226,1,1,49,10,24,0,0,0,0,8,33,0,4,3,2,27,0
"2009/2010","wolseley","witzenberg","cape winelands","19.20104","-33.4144",116,2,144,3,0,0,49,124,0,3,66,12,4,8,188,0,1,55,4,30,0,0,0,2,9,41,0,18,1,7,42,0
"2010/2011","wolseley","witzenberg","cape winelands","19.20104","-33.4144",134,1,123,4,0,0,57,148,0,4,58,10,8,15,214,1,1,48,10,23,1,3,0,7,8,35,0,13,2,5,39,0
"2011/2012","wolseley","witzenberg","cape winelands","19.20104","-33.4144",150,2,112,3,3,0,37,110,0,2,54,9,5,11,271,0,1,49,4,19,0,3,0,8,9,34,0,23,7,3,37,0
"2012/2013","wolseley","witzenberg","cape winelands","19.20104","-33.4144",137,0,98,11,1,0,41,119,0,30,80,4,6,17,347,1,1,40,4,21,1,4,0,5,1,23,0,7,8,3,36,0
"2013/2014","wolseley","witzenberg","cape winelands","19.20104","-33.4144",205,3,168,2,2,0,58,146,0,7,106,22,6,9,225,2,13,72,3,16,1,4,0,11,3,21,0,10,3,2,57,0
"2014/2015","wolseley","witzenberg","cape winelands","19.20104","-33.4144",174,1,166,4,1,0,38,141,0,2,107,27,6,21,272,7,13,64,7,25,2,3,0,13,0,26,0,9,4,0,51,0
"2015/2016","wolseley","witzenberg","cape winelands","19.20104","-33.4144",244,7,197,5,2,0,66,158,0,9,107,22,6,26,280,4,22,64,4,17,3,3,0,14,4,23,0,18,8,0,58,0
"2016/2017","wolseley","witzenberg","cape winelands","19.20104","-33.4144",221,1,177,0,1,0,40,128,0,10,86,25,17,8,292,7,14,61,7,17,4,5,0,11,7,34,0,20,8,5,39,0
"2017/2018","wolseley","witzenberg","cape winelands","19.20104","-33.4144",239,5,189,3,3,0,41,129,0,8,96,22,8,18,239,2,14,73,8,23,8,3,0,24,4,34,0,15,7,1,52,0
"2018/2019","wolseley","witzenberg","cape winelands","19.20104","-33.4144",237,5,180,0,2,0,60,146,0,12,142,23,7,17,175,1,12,99,10,21,7,2,0,19,4,28,0,16,9,3,43,0
"2019/2020","wolseley","witzenberg","cape winelands","19.20104","-33.4144",197,1,169,3,3,0,62,125,0,8,113,20,6,41,124,6,21,71,11,11,18,1,0,36,5,19,0,16,4,3,45,0
"2020/2021","wolseley","witzenberg","cape winelands","19.20104","-33.4144",175,3,189,3,2,0,33,99,1,11,121,12,8,5,149,4,13,71,14,6,15,1,0,33,7,19,0,7,5,4,37,0
"2021/2022","wolseley","witzenberg","cape winelands","19.20104","-33.4144",163,2,199,10,0,0,41,83,0,26,127,12,6,55,96,8,14,66,15,14,17,3,0,43,2,16,1,5,0,1,20,0
"2022/2023","wolseley","witzenberg","cape winelands","19.20104","-33.4144",211,3,179,14,1,0,41,103,0,23,167,13,5,24,70,5,12,94,22,6,6,5,0,37,4,14,0,14,5,5,21,0
"2008/2009","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",258,3,182,12,5,0,62,176,1,20,136,49,5,18,109,4,1,83,12,28,0,7,0,33,20,56,0,60,48,17,31,1
"2009/2010","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",247,5,260,8,4,0,64,198,1,34,179,55,9,11,67,4,1,83,9,44,6,2,0,34,10,63,0,76,68,7,42,3
"2010/2011","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",237,4,284,6,4,0,62,231,0,36,147,68,4,29,54,2,1,79,12,62,6,8,0,49,10,78,0,61,68,16,35,6
"2011/2012","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",187,3,264,10,8,0,60,220,1,62,99,49,5,16,51,1,1,78,12,61,11,3,0,39,9,81,0,64,66,15,27,1
"2012/2013","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",190,10,256,7,7,0,82,201,3,70,95,50,7,25,57,4,1,71,9,72,7,6,0,38,3,83,0,42,97,5,32,1
"2013/2014","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",163,3,228,6,8,0,57,194,1,36,86,28,4,33,87,2,13,52,5,53,18,3,0,36,4,67,0,27,72,13,36,0
"2014/2015","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",178,2,167,5,6,0,83,167,1,213,93,40,6,21,79,7,23,53,18,59,25,8,0,61,2,67,0,31,88,7,38,0
"2015/2016","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",180,3,185,16,4,0,69,178,3,41,65,102,6,15,48,5,14,66,12,67,18,5,0,58,4,75,0,34,76,5,31,0
"2016/2017","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",202,5,197,15,5,0,88,251,3,35,79,107,6,9,46,6,21,66,13,76,14,13,0,83,3,84,0,42,99,13,54,0
"2017/2018","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",188,6,209,14,14,0,109,225,1,39,118,89,6,6,70,9,12,79,25,66,13,11,0,96,3,83,0,28,104,7,72,1
"2018/2019","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",207,4,228,11,1,0,92,223,0,1029,114,68,6,12,65,10,23,84,13,43,22,25,0,130,4,48,0,40,102,8,78,0
"2019/2020","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",319,4,191,9,1,0,107,202,2,39,108,44,4,12,28,21,17,80,18,48,15,10,0,108,6,57,0,32,79,10,88,1
"2020/2021","wolmaransstad","maquassi hills","dr kenneth kaunda","25.98018","-27.20175",322,2,194,14,4,0,135,218,0,35,117,56,6,12,41,6,23,93,7,49,12,9,0,86,4,57,4,33,98,4,84,0
