Station,Crime_Category,Incidents,Year
Lenasia,Robbery at non-residential premises,51,2025/2026
Lenasia,Robbery at residential premises,121,2025/2026
Lenasia,Robbery of cash in transit,0,2025/2026
Lenasia,Robbery with aggravating circumstances,674,2025/2026
Lenasia,Sexual assault,11,2025/2026
Lenasia,Sexual offences,90,2025/2026
Lenasia,Sexual offences detected as a result of police action,55,2025/2026
Lenasia,Shoplifting,135,2025/2026
Lenasia,Stock-theft,3,2025/2026
Lenasia,TRIO Crime,362,2025/2026
Lenasia,Theft of motor vehicle and motorcycle,145,2025/2026
Lenasia,Theft out of or from motor vehicle,68,2025/2026
Lenasia,Truck hijacking,8,2025/2026
Lenasia South,17 Community reported serious Crime,2075,2025/2026
Lenasia South,Abduction,0,2025/2026
Lenasia South,All theft not mentioned elsewhere,198,2025/2026
Lenasia South,Arson,5,2025/2026
Lenasia South,Assault with the intent to inflict grievous bodily harm,301,2025/2026
Lenasia South,Attempted murder,42,2025/2026
Lenasia South,Attempted sexual offences,1,2025/2026
Lenasia South,Bank robbery,0,2025/2026
Lenasia South,Burglary at non-residential premises,31,2025/2026
Lenasia South,Burglary at residential premises,145,2025/2026
Lenasia South,Carjacking,109,2025/2026
Lenasia South,Commercial crime,160,2025/2026
Lenasia South,Common assault,310,2025/2026
Lenasia South,Common robbery,27,2025/2026
Lenasia South,Contact crime (Crimes against the person),1228,2025/2026
Lenasia South,Contact sexual offences,1,2025/2026
Lenasia South,Contact-related Crime,179,2025/2026
Lenasia South,Crime detected as a result of police action,329,2025/2026
Lenasia South,Crimen injuria,1,2025/2026
Lenasia South,Culpable homicide,27,2025/2026
Lenasia South,Driving under the influence of alcohol or drugs,137,2025/2026
Lenasia South,Drug-related crime,165,2025/2026
Lenasia South,Illegal possession of firearms and ammunition,27,2025/2026
Lenasia South,Kidnapping,71,2025/2026
Lenasia South,Malicious damage to property,174,2025/2026
Lenasia South,Murder,62,2025/2026
Lenasia South,Neglect and ill-treatment of children,4,2025/2026
Lenasia South,Other serious Crime,397,2025/2026
Lenasia South,Property-related Crime,271,2025/2026
Lenasia South,Public violence,1,2025/2026
Lenasia South,Rape,86,2025/2026
Lenasia South,Robbery at non-residential premises,27,2025/2026
Lenasia South,Robbery at residential premises,76,2025/2026
Lenasia South,Robbery of cash in transit,0,2025/2026
Lenasia South,Robbery with aggravating circumstances,381,2025/2026
Lenasia South,Sexual assault,17,2025/2026
Lenasia South,Sexual offences,105,2025/2026
Lenasia South,Sexual offences detected as a result of police action,0,2025/2026
Lenasia South,Shoplifting,39,2025/2026
Lenasia South,Stock-theft,1,2025/2026
Lenasia South,TRIO Crime,212,2025/2026
Lenasia South,Theft of motor vehicle and motorcycle,55,2025/2026
Lenasia South,Theft out of or from motor vehicle,39,2025/2026
Lenasia South,Truck hijacking,2,2025/2026
Lentegeur,17 Community reported serious Crime,3096,2025/2026
Lentegeur,Abduction,0,2025/2026
Lentegeur,All theft not mentioned elsewhere,531,2025/2026
Lentegeur,Arson,3,2025/2026
Lentegeur,Assault with the intent to inflict grievous bodily harm,129,2025/2026
Lentegeur,Attempted murder,43,2025/2026
Lentegeur,Attempted sexual offences,4,2025/2026
Lentegeur,Bank robbery,0,2025/2026
Lentegeur,Burglary at non-residential premises,14,2025/2026
Lentegeur,Burglary at residential premises,139,2025/2026
Lentegeur,Carjacking,48,2025/2026
Lentegeur,Commercial crime,275,2025/2026
Lentegeur,Common assault,692,2025/2026
Lentegeur,Common robbery,144,2025/2026
Lentegeur,Contact crime (Crimes against the person),1429,2025/2026
Lentegeur,Contact sexual offences,2,2025/2026
Lentegeur,Contact-related Crime,381,2025/2026
Lentegeur,Crime detected as a result of police action,3083,2025/2026
Lentegeur,Crimen injuria,188,2025/2026
Lentegeur,Culpable homicide,10,2025/2026
Lentegeur,Driving under the influence of alcohol or drugs,142,2025/2026
Lentegeur,Drug-related crime,2864,2025/2026
Lentegeur,Illegal possession of firearms and ammunition,77,2025/2026
Lentegeur,Kidnapping,17,2025/2026
Lentegeur,Malicious damage to property,378,2025/2026
Lentegeur,Murder,58,2025/2026
Lentegeur,Neglect and ill-treatment of children,3,2025/2026
Lentegeur,Other serious Crime,975,2025/2026
Lentegeur,Property-related Crime,311,2025/2026
Lentegeur,Public violence,0,2025/2026
Lentegeur,Rape,44,2025/2026
Lentegeur,Robbery at non-residential premises,6,2025/2026
Lentegeur,Robbery at residential premises,18,2025/2026
Lentegeur,Robbery of cash in transit,0,2025/2026
Lentegeur,Robbery with aggravating circumstances,296,2025/2026
Lentegeur,Sexual assault,17,2025/2026
Lentegeur,Sexual offences,67,2025/2026
Lentegeur,Sexual offences detected as a result of police action,0,2025/2026
Lentegeur,Shoplifting,169,2025/2026
Lentegeur,Stock-theft,2,2025/2026
Lentegeur,TRIO Crime,72,2025/2026
Lentegeur,Theft of motor vehicle and motorcycle,42,2025/2026
Lentegeur,Theft out of or from motor vehicle,114,2025/2026
Lentegeur,Truck hijacking,0,2025/2026
Lephalale,17 Community reported serious Crime,1232,2025/2026
Lephalale,Abduction,0,2025/2026
Lephalale,All theft not mentioned elsewhere,259,2025/2026
Lephalale,Arson,1,2025/2026
Lephalale,Assault with the intent to inflict grievous bodily harm,75,2025/2026
Lephalale,Attempted murder,3,2025/2026
Lephalale,Attempted sexual offences,1,2025/2026
Lephalale,Bank robbery,0,2025/2026
Lephalale,Burglary at non-residential premises,49,2025/2026
Lephalale,Burglary at residential premises,135,2025/2026
Lephalale,Carjacking,0,2025/2026
Lephalale,Commercial crime,321,2025/2026
Lephalale,Common assault,88,2025/2026
Lephalale,Common robbery,17,2025/2026
Lephalale,Contact crime (Crimes against the person),272,2025/2026
Lephalale,Contact sexual offences,1,2025/2026
Lephalale,Contact-related Crime,66,2025/2026
Lephalale,Crime detected as a result of police action,442,2025/2026
Lephalale,Crimen injuria,18,2025/2026
Lephalale,Culpable homicide,14,2025/2026
Lephalale,Driving under the influence of alcohol or drugs,135,2025/2026
Lephalale,Drug-related crime,284,2025/2026
Lephalale,Illegal possession of firearms and ammunition,7,2025/2026
Lephalale,Kidnapping,3,2025/2026
Lephalale,Malicious damage to property,65,2025/2026
Lephalale,Murder,4,2025/2026
Lephalale,Neglect and ill-treatment of children,1,2025/2026
Lephalale,Other serious Crime,630,2025/2026
Lephalale,Property-related Crime,264,2025/2026
Lephalale,Public violence,0,2025/2026
Lephalale,Rape,46,2025/2026
Lephalale,Robbery at non-residential premises,2,2025/2026
Lephalale,Robbery at residential premises,15,2025/2026
Lephalale,Robbery of cash in transit,0,2025/2026
Lephalale,Robbery with aggravating circumstances,29,2025/2026
Lephalale,Sexual assault,8,2025/2026
Lephalale,Sexual offences,56,2025/2026
Lephalale,Sexual offences detected as a result of police action,16,2025/2026
Lephalale,Shoplifting,50,2025/2026
Lephalale,Stock-theft,13,2025/2026
Lephalale,TRIO Crime,17,2025/2026
Lephalale,Theft of motor vehicle and motorcycle,6,2025/2026
Lephalale,Theft out of or from motor vehicle,61,2025/2026
Lephalale,Truck hijacking,0,2025/2026
Leslie,17 Community reported serious Crime,483,2025/2026
Leslie,Abduction,0,2025/2026
Leslie,All theft not mentioned elsewhere,56,2025/2026
Leslie,Arson,4,2025/2026
Leslie,Assault with the intent to inflict grievous bodily harm,87,2025/2026
Leslie,Attempted murder,7,2025/2026
Leslie,Attempted sexual offences,2,2025/2026
Leslie,Bank robbery,0,2025/2026
Leslie,Burglary at non-residential premises,31,2025/2026
Leslie,Burglary at residential premises,69,2025/2026
Leslie,Carjacking,7,2025/2026
Leslie,Commercial crime,32,2025/2026
Leslie,Common assault,26,2025/2026
Leslie,Common robbery,17,2025/2026
Leslie,Contact crime (Crimes against the person),211,2025/2026
Leslie,Contact sexual offences,1,2025/2026
Leslie,Contact-related Crime,25,2025/2026
Leslie,Crime detected as a result of police action,74,2025/2026
Leslie,Crimen injuria,1,2025/2026
Leslie,Culpable homicide,9,2025/2026
Leslie,Driving under the influence of alcohol or drugs,22,2025/2026
Leslie,Drug-related crime,49,2025/2026
Leslie,Illegal possession of firearms and ammunition,3,2025/2026
Leslie,Kidnapping,8,2025/2026
Leslie,Malicious damage to property,21,2025/2026
Leslie,Murder,3,2025/2026
Leslie,Neglect and ill-treatment of children,1,2025/2026
Leslie,Other serious Crime,90,2025/2026
Leslie,Property-related Crime,157,2025/2026
Leslie,Public violence,0,2025/2026
Leslie,Rape,29,2025/2026
Leslie,Robbery at non-residential premises,7,2025/2026
Leslie,Robbery at residential premises,8,2025/2026
Leslie,Robbery of cash in transit,0,2025/2026
Leslie,Robbery with aggravating circumstances,36,2025/2026
Leslie,Sexual assault,3,2025/2026
Leslie,Sexual offences,35,2025/2026
Leslie,Sexual offences detected as a result of police action,0,2025/2026
Leslie,Shoplifting,2,2025/2026
Leslie,Stock-theft,22,2025/2026
Leslie,TRIO Crime,22,2025/2026
Leslie,Theft of motor vehicle and motorcycle,12,2025/2026
Leslie,Theft out of or from motor vehicle,23,2025/2026
Leslie,Truck hijacking,0,2025/2026
Lethabong,17 Community reported serious Crime,664,2025/2026
Lethabong,Abduction,0,2025/2026
Lethabong,All theft not mentioned elsewhere,72,2025/2026
Lethabong,Arson,1,2025/2026
Lethabong,Assault with the intent to inflict grievous bodily harm,155,2025/2026
Lethabong,Attempted murder,9,2025/2026
Lethabong,Attempted sexual offences,4,2025/2026
Lethabong,Bank robbery,0,2025/2026
Lethabong,Burglary at non-residential premises,51,2025/2026
Lethabong,Burglary at residential premises,82,2025/2026
Lethabong,Carjacking,0,2025/2026
Lethabong,Commercial crime,9,2025/2026
Lethabong,Common assault,101,2025/2026
Lethabong,Common robbery,37,2025/2026
Lethabong,Contact crime (Crimes against the person),378,2025/2026
Lethabong,Contact sexual offences,0,2025/2026
Lethabong,Contact-related Crime,34,2025/2026
Lethabong,Crime detected as a result of police action,131,2025/2026
Lethabong,Crimen injuria,4,2025/2026
Lethabong,Culpable homicide,2,2025/2026
Lethabong,Driving under the influence of alcohol or drugs,28,2025/2026
Lethabong,Drug-related crime,101,2025/2026
Lethabong,Illegal possession of firearms and ammunition,2,2025/2026
Lethabong,Kidnapping,3,2025/2026
Lethabong,Malicious damage to property,33,2025/2026
Lethabong,Murder,6,2025/2026
Lethabong,Neglect and ill-treatment of children,1,2025/2026
Lethabong,Other serious Crime,89,2025/2026
Lethabong,Property-related Crime,163,2025/2026
Lethabong,Public violence,0,2025/2026
Lethabong,Rape,22,2025/2026
Lethabong,Robbery at non-residential premises,6,2025/2026
Lethabong,Robbery at residential premises,1,2025/2026
Lethabong,Robbery of cash in transit,0,2025/2026
Lethabong,Robbery with aggravating circumstances,38,2025/2026
Lethabong,Sexual assault,6,2025/2026
Lethabong,Sexual offences,32,2025/2026
Lethabong,Sexual offences detected as a result of police action,0,2025/2026
Lethabong,Shoplifting,8,2025/2026
Lethabong,Stock-theft,17,2025/2026
Lethabong,TRIO Crime,7,2025/2026
Lethabong,Theft of motor vehicle and motorcycle,1,2025/2026
Lethabong,Theft out of or from motor vehicle,12,2025/2026
Lethabong,Truck hijacking,1,2025/2026
Letlhabile,17 Community reported serious Crime,2822,2025/2026
Letlhabile,Abduction,0,2025/2026
Letlhabile,All theft not mentioned elsewhere,408,2025/2026
Letlhabile,Arson,1,2025/2026
Letlhabile,Assault with the intent to inflict grievous bodily harm,514,2025/2026
Letlhabile,Attempted murder,31,2025/2026
Letlhabile,Attempted sexual offences,11,2025/2026
Letlhabile,Bank robbery,0,2025/2026
Letlhabile,Burglary at non-residential premises,70,2025/2026
Letlhabile,Burglary at residential premises,371,2025/2026
Letlhabile,Carjacking,17,2025/2026
Letlhabile,Commercial crime,48,2025/2026
Letlhabile,Common assault,584,2025/2026
Letlhabile,Common robbery,127,2025/2026
Letlhabile,Contact crime (Crimes against the person),1611,2025/2026
Letlhabile,Contact sexual offences,1,2025/2026
Letlhabile,Contact-related Crime,201,2025/2026
Letlhabile,Crime detected as a result of police action,1191,2025/2026
Letlhabile,Crimen injuria,10,2025/2026
Letlhabile,Culpable homicide,4,2025/2026
Letlhabile,Driving under the influence of alcohol or drugs,106,2025/2026
Letlhabile,Drug-related crime,834,2025/2026
Letlhabile,Illegal possession of firearms and ammunition,14,2025/2026
Letlhabile,Kidnapping,33,2025/2026
Letlhabile,Malicious damage to property,200,2025/2026
Letlhabile,Murder,26,2025/2026
Letlhabile,Neglect and ill-treatment of children,6,2025/2026
Letlhabile,Other serious Crime,485,2025/2026
Letlhabile,Property-related Crime,525,2025/2026
Letlhabile,Public violence,2,2025/2026
Letlhabile,Rape,61,2025/2026
Letlhabile,Robbery at non-residential premises,10,2025/2026
Letlhabile,Robbery at residential premises,51,2025/2026
Letlhabile,Robbery of cash in transit,0,2025/2026
Letlhabile,Robbery with aggravating circumstances,250,2025/2026
Letlhabile,Sexual assault,6,2025/2026
Letlhabile,Sexual offences,79,2025/2026
Letlhabile,Sexual offences detected as a result of police action,237,2025/2026
Letlhabile,Shoplifting,29,2025/2026
Letlhabile,Stock-theft,29,2025/2026
Letlhabile,TRIO Crime,78,2025/2026
Letlhabile,Theft of motor vehicle and motorcycle,15,2025/2026
Letlhabile,Theft out of or from motor vehicle,40,2025/2026
Letlhabile,Truck hijacking,0,2025/2026
Letsitele,17 Community reported serious Crime,1075,2025/2026
Letsitele,Abduction,0,2025/2026
Letsitele,All theft not mentioned elsewhere,143,2025/2026
Letsitele,Arson,8,2025/2026
Letsitele,Assault with the intent to inflict grievous bodily harm,172,2025/2026
Letsitele,Attempted murder,21,2025/2026
Letsitele,Attempted sexual offences,7,2025/2026
Letsitele,Bank robbery,0,2025/2026
Letsitele,Burglary at non-residential premises,67,2025/2026
Letsitele,Burglary at residential premises,96,2025/2026
Letsitele,Carjacking,1,2025/2026
Letsitele,Commercial crime,62,2025/2026
Letsitele,Common assault,113,2025/2026
Letsitele,Common robbery,28,2025/2026
Letsitele,Contact crime (Crimes against the person),494,2025/2026
Letsitele,Contact sexual offences,1,2025/2026
Letsitele,Contact-related Crime,136,2025/2026
Letsitele,Crime detected as a result of police action,188,2025/2026
Letsitele,Crimen injuria,13,2025/2026
Letsitele,Culpable homicide,17,2025/2026
Letsitele,Driving under the influence of alcohol or drugs,62,2025/2026
Letsitele,Drug-related crime,87,2025/2026
Letsitele,Illegal possession of firearms and ammunition,4,2025/2026
Letsitele,Kidnapping,12,2025/2026
Letsitele,Malicious damage to property,128,2025/2026
Letsitele,Murder,10,2025/2026
Letsitele,Neglect and ill-treatment of children,4,2025/2026
Letsitele,Other serious Crime,208,2025/2026
Letsitele,Property-related Crime,237,2025/2026
Letsitele,Public violence,1,2025/2026
Letsitele,Rape,68,2025/2026
Letsitele,Robbery at non-residential premises,11,2025/2026
Letsitele,Robbery at residential premises,15,2025/2026
Letsitele,Robbery of cash in transit,0,2025/2026
Letsitele,Robbery with aggravating circumstances,68,2025/2026
Letsitele,Sexual assault,6,2025/2026
Letsitele,Sexual offences,82,2025/2026
Letsitele,Sexual offences detected as a result of police action,35,2025/2026
Letsitele,Shoplifting,3,2025/2026
Letsitele,Stock-theft,26,2025/2026
Letsitele,TRIO Crime,27,2025/2026
Letsitele,Theft of motor vehicle and motorcycle,5,2025/2026
Letsitele,Theft out of or from motor vehicle,43,2025/2026
Letsitele,Truck hijacking,0,2025/2026
Levubu,17 Community reported serious Crime,852,2025/2026
Levubu,Abduction,0,2025/2026
Levubu,All theft not mentioned elsewhere,82,2025/2026
Levubu,Arson,1,2025/2026
Levubu,Assault with the intent to inflict grievous bodily harm,134,2025/2026
Levubu,Attempted murder,5,2025/2026
Levubu,Attempted sexual offences,2,2025/2026
Levubu,Bank robbery,0,2025/2026
Levubu,Burglary at non-residential premises,81,2025/2026
Levubu,Burglary at residential premises,102,2025/2026
Levubu,Carjacking,2,2025/2026
Levubu,Commercial crime,39,2025/2026
Levubu,Common assault,129,2025/2026
Levubu,Common robbery,21,2025/2026
Levubu,Contact crime (Crimes against the person),422,2025/2026
Levubu,Contact sexual offences,1,2025/2026
Levubu,Contact-related Crime,86,2025/2026
Levubu,Crime detected as a result of police action,171,2025/2026
Levubu,Crimen injuria,1,2025/2026
Levubu,Culpable homicide,6,2025/2026
Levubu,Driving under the influence of alcohol or drugs,56,2025/2026
Levubu,Drug-related crime,95,2025/2026
Levubu,Illegal possession of firearms and ammunition,2,2025/2026
Levubu,Kidnapping,1,2025/2026
Levubu,Malicious damage to property,85,2025/2026
Levubu,Murder,8,2025/2026
Levubu,Neglect and ill-treatment of children,5,2025/2026
Levubu,Other serious Crime,131,2025/2026
Levubu,Property-related Crime,213,2025/2026
Levubu,Public violence,0,2025/2026
Levubu,Rape,40,2025/2026
Levubu,Robbery at non-residential premises,17,2025/2026
Levubu,Robbery at residential premises,12,2025/2026
Levubu,Robbery of cash in transit,0,2025/2026
Levubu,Robbery with aggravating circumstances,78,2025/2026
Levubu,Sexual assault,4,2025/2026
Levubu,Sexual offences,47,2025/2026
Levubu,Sexual offences detected as a result of police action,18,2025/2026
Levubu,Shoplifting,10,2025/2026
Levubu,Stock-theft,12,2025/2026
Levubu,TRIO Crime,31,2025/2026
Levubu,Theft of motor vehicle and motorcycle,2,2025/2026
Levubu,Theft out of or from motor vehicle,16,2025/2026
Levubu,Truck hijacking,0,2025/2026
Libode,17 Community reported serious Crime,1653,2025/2026
Libode,Abduction,0,2025/2026
Libode,All theft not mentioned elsewhere,151,2025/2026
Libode,Arson,6,2025/2026
Libode,Assault with the intent to inflict grievous bodily harm,362,2025/2026
Libode,Attempted murder,38,2025/2026
Libode,Attempted sexual offences,9,2025/2026
